Время [c],Напряжение[B]
0.5444,1.9583
0.5451,1.9583
0.5458,1.9583
0.5465,1.9583
0.5472,1.9684
0.5479,1.9684
0.5487,1.9583
0.5495,1.9583
0.5502,1.9634
0.5509,1.9634
0.5516,1.9735
0.5523,1.9684
0.5530,1.9684
0.5538,1.9684
0.5546,1.9583
0.5554,1.9583
0.5561,1.9634
0.5568,1.9684
0.5575,1.9583
0.5583,1.9684
0.5590,1.9583
0.5597,1.9583
0.5604,1.9684
0.5611,1.9684
0.5618,1.9684
0.5625,1.9634
0.5632,1.9684
0.5639,1.9684
0.5647,1.9583
0.5654,1.9583
0.5662,1.9684
0.5669,1.9634
0.5675,1.9634
0.5683,1.9634
0.5690,1.9634
0.5697,1.9684
0.5704,1.9634
0.5712,1.9684
0.5719,1.9634
0.5726,1.9634
0.5733,1.9583
0.5741,1.9634
0.5748,1.9634
0.5755,1.9634
0.5763,1.9583
0.5770,1.9634
0.5777,1.9634
0.5784,1.9634
0.5791,1.9583
0.5798,1.9634
0.5805,1.9634
0.5811,1.9634
0.5818,1.9532
0.5825,1.9634
0.5833,1.9684
0.5843,1.9634
0.5850,1.9634
0.5858,1.9634
0.5868,1.9634
0.5874,1.9684
0.5881,1.9634
0.5888,1.9684
0.5894,1.9583
0.5900,1.9583
0.5906,1.9634
0.5911,1.9583
0.5917,1.9684
0.5923,1.9684
0.5929,1.9583
0.5935,1.9634
0.5941,1.9634
0.5946,1.9532
0.5952,1.9634
0.5957,1.9634
0.5963,1.9634
0.5968,1.9634
0.5974,1.9583
0.5979,1.9583
0.5985,1.9634
0.5991,1.9532
0.5997,1.9634
0.6004,1.9634
0.6010,1.9583
0.6016,1.9583
0.6023,1.9634
0.6029,1.9532
0.6035,1.9634
0.6041,1.9634
0.6048,1.9583
0.6055,1.9634
0.6062,1.9634
0.6068,1.9634
0.6075,1.9583
0.6082,1.9583
0.6088,1.9634
0.6095,1.9532
0.6102,1.9583
0.6109,1.9634
0.6115,1.9634
0.6122,1.9634
0.6129,1.9634
0.6136,1.9583
0.6142,1.9583
0.6149,1.9532
0.6155,1.9583
0.6162,1.9532
0.6169,1.9583
0.6176,1.9532
0.6183,1.9583
0.6190,1.9532
0.6197,1.9634
0.6203,1.9583
0.6210,1.9583
0.6216,1.9583
0.6223,1.9634
0.6230,1.9583
0.6237,1.9634
0.6244,1.9583
0.6251,1.9583
0.6257,1.9583
0.6264,1.9583
0.6271,1.9583
0.6277,1.9532
0.6284,1.9583
0.6291,1.9634
0.6297,1.9583
0.6304,1.9583
0.6311,1.9583
0.6318,1.9583
0.6324,1.9634
0.6331,1.9583
0.6338,1.9583
0.6345,1.9583
0.6352,1.9583
0.6358,1.9583
0.6364,1.9482
0.6370,1.9583
0.6376,1.9532
0.6382,1.9583
0.6387,1.9583
0.6393,1.9583
0.6398,1.9532
0.6404,1.9583
0.6409,1.9583
0.6415,1.9583
0.6420,1.9532
0.6426,1.9482
0.6431,1.9583
0.6437,1.9583
0.6443,1.9583
0.6448,1.9532
0.6454,1.9634
0.6460,1.9532
0.6467,1.9532
0.6474,1.9583
0.6481,1.9532
0.6488,1.9583
0.6494,1.9583
0.6501,1.9583
0.6508,1.9583
0.6515,1.9532
0.6521,1.9583
0.6528,1.9583
0.6535,1.9482
0.6541,1.9482
0.6548,1.9532
0.6555,1.9532
0.6562,1.9583
0.6568,1.9583
0.6573,1.9532
0.6579,1.9583
0.6585,1.9482
0.6591,1.9583
0.6597,1.9583
0.6604,1.9482
0.6610,1.9532
0.6616,1.9583
0.6622,1.9583
0.6629,1.9583
0.6636,1.9583
0.6642,1.9532
0.6649,1.9532
0.6656,1.9583
0.6662,1.9583
0.6670,1.9583
0.6676,1.9583
0.6683,1.9583
0.6690,1.9583
0.6696,1.9482
0.6703,1.9583
0.6710,1.9583
0.6717,1.9532
0.6724,1.9583
0.6730,1.9583
0.6736,1.9583
0.6743,1.9583
0.6750,1.9532
0.6757,1.9482
0.6763,1.9482
0.6770,1.9482
0.6777,1.9583
0.6783,1.9532
0.6790,1.9583
0.6796,1.9532
0.6802,1.9583
0.6809,1.9583
0.6816,1.9482
0.6823,1.9583
0.6830,1.9532
0.6837,1.9532
0.6844,1.9482
0.6850,1.9482
0.6857,1.9532
0.6863,1.9532
0.6870,1.9583
0.6876,1.9482
0.6883,1.9634
0.6889,1.9583
0.6896,1.9532
0.6902,1.9583
0.6909,1.9634
0.6916,1.9583
0.6922,1.9583
0.6929,1.9583
0.6935,1.9634
0.6942,1.9583
0.6948,1.9634
0.6955,1.9634
0.6962,1.9634
0.6968,1.9583
0.6975,1.9634
0.6981,1.9583
0.6988,1.9684
0.6995,1.9634
0.7002,1.9684
0.7008,1.9684
0.7015,1.9532
0.7022,1.9634
0.7028,1.9684
0.7035,1.9684
0.7041,1.9634
0.7048,1.9583
0.7055,1.9684
0.7061,1.9684
0.7068,1.9684
0.7075,1.9684
0.7081,1.9634
0.7088,1.9634
0.7095,1.9684
0.7102,1.9684
0.7111,1.9735
0.7118,1.9634
0.7125,1.9634
0.7135,1.9684
0.7146,1.9735
0.7154,1.9735
0.7162,1.9684
0.7169,1.9735
0.7177,1.9735
0.7184,1.9735
0.7192,1.9786
0.7198,1.9786
0.7204,1.9735
0.7211,1.9735
0.7219,1.9786
0.7227,1.9786
0.7234,1.9786
0.7241,1.9735
0.7248,1.9786
0.7257,1.9735
0.7264,1.9786
0.7271,1.9735
0.7278,1.9735
0.7285,1.9786
0.7292,1.9735
0.7299,1.9786
0.7307,1.9786
0.7314,1.9837
0.7322,1.9837
0.7330,1.9786
0.7338,1.9735
0.7345,1.9786
0.7353,1.9837
0.7361,1.9735
0.7369,1.9684
0.7377,1.9837
0.7386,1.9837
0.7394,1.9837
0.7402,1.9786
0.7409,1.9837
0.7416,1.9786
0.7423,1.9837
0.7430,1.9786
0.7437,1.9837
0.7444,1.9837
0.7451,1.9786
0.7458,1.9786
0.7466,1.9735
0.7473,1.9786
0.7480,1.9837
0.7487,1.9735
0.7494,1.9837
0.7503,1.9786
0.7510,1.9684
0.7518,1.9837
0.7526,1.9786
0.7535,1.9837
0.7544,1.9735
0.7554,1.9786
0.7562,1.9837
0.7569,1.9786
0.7577,1.9837
0.7583,1.9735
0.7590,1.9735
0.7596,1.9837
0.7602,1.9786
0.7609,1.9786
0.7615,1.9786
0.7622,1.9786
0.7628,1.9837
0.7635,1.9786
0.7641,1.9786
0.7647,1.9735
0.7654,1.9786
0.7660,1.9735
0.7667,1.9786
0.7674,1.9735
0.7680,1.9684
0.7686,1.9684
0.7693,1.9786
0.7700,1.9786
0.7708,1.9786
0.7715,1.9786
0.7721,1.9786
0.7728,1.9735
0.7739,1.9786
0.7748,1.9684
0.7756,1.9786
0.7764,1.9684
0.7773,1.9735
0.7781,1.9735
0.7789,1.9786
0.7797,1.9786
0.7804,1.9684
0.7811,1.9634
0.7818,1.9634
0.7825,1.9735
0.7832,1.9684
0.7839,1.9735
0.7847,1.9735
0.7854,1.9735
0.7861,1.9684
0.7869,1.9684
0.7876,1.9634
0.7882,1.9735
0.7890,1.9735
0.7897,1.9684
0.7904,1.9583
0.7911,1.9735
0.7918,1.9684
0.7925,1.9684
0.7932,1.9735
0.7939,1.9583
0.7947,1.9684
0.7954,1.9583
0.7961,1.9735
0.7968,1.9684
0.7975,1.9634
0.7982,1.9634
0.7989,1.9684
0.7995,1.9583
0.8002,1.9634
0.8009,1.9634
0.8016,1.9634
0.8022,1.9583
0.8029,1.9634
0.8035,1.9634
0.8042,1.9634
0.8049,1.9583
0.8055,1.9583
0.8062,1.9634
0.8068,1.9634
0.8075,1.9634
0.8081,1.9634
0.8089,1.9482
0.8096,1.9583
0.8103,1.9583
0.8110,1.9583
0.8117,1.9583
0.8124,1.9532
0.8131,1.9583
0.8138,1.9634
0.8145,1.9583
0.8151,1.9634
0.8158,1.9583
0.8165,1.9583
0.8171,1.9532
0.8179,1.9583
0.8187,1.9583
0.8195,1.9482
0.8203,1.9532
0.8210,1.9583
0.8218,1.9482
0.8225,1.9532
0.8233,1.9583
0.8240,1.9532
0.8249,1.9532
0.8257,1.9583
0.8265,1.9532
0.8272,1.9583
0.8280,1.9532
0.8289,1.9482
0.8299,1.9583
0.8306,1.9532
0.8313,1.9532
0.8321,1.9482
