Время [c],Напряжение[B]
0.7052,0.5834
0.7064,0.5834
0.7074,0.5834
0.7082,0.5885
0.7089,0.5936
0.7096,0.5936
0.7104,0.5936
0.7111,0.5885
0.7118,0.5987
0.7125,0.5987
0.7133,0.5987
0.7140,0.5936
0.7147,0.5987
0.7154,0.6037
0.7161,0.6088
0.7168,0.6037
0.7175,0.6139
0.7182,0.6088
0.7190,0.6139
0.7196,0.6088
0.7203,0.6139
0.7210,0.6139
0.7217,0.6139
0.7224,0.6240
0.7231,0.6240
0.7238,0.6240
0.7246,0.6291
0.7253,0.6240
0.7261,0.6291
0.7268,0.6291
0.7277,0.6291
0.7287,0.6392
0.7295,0.6392
0.7303,0.6342
0.7310,0.6342
0.7317,0.6443
0.7324,0.6443
0.7331,0.6443
0.7338,0.6443
0.7345,0.6443
0.7353,0.6494
0.7360,0.6545
0.7369,0.6545
0.7379,0.6494
0.7386,0.6595
0.7394,0.6595
0.7403,0.6595
0.7411,0.6697
0.7419,0.6697
0.7426,0.6697
0.7433,0.6748
0.7440,0.6748
0.7447,0.6748
0.7455,0.6748
0.7466,0.6798
0.7476,0.6849
0.7487,0.6849
0.7494,0.6900
0.7501,0.6950
0.7511,0.6900
0.7523,0.6950
0.7533,0.7052
0.7542,0.7052
0.7551,0.7052
0.7560,0.7052
0.7568,0.7103
0.7574,0.7153
0.7581,0.7153
0.7588,0.7204
0.7595,0.7204
0.7602,0.7204
0.7608,0.7255
0.7616,0.7306
0.7622,0.7306
0.7629,0.7306
0.7636,0.7356
0.7643,0.7407
0.7650,0.7356
0.7657,0.7407
0.7665,0.7458
0.7672,0.7559
0.7679,0.7509
0.7686,0.7509
0.7692,0.7559
0.7699,0.7559
0.7706,0.7559
0.7714,0.7661
0.7721,0.7610
0.7728,0.7661
0.7735,0.7711
0.7742,0.7711
0.7748,0.7762
0.7755,0.7762
0.7763,0.7813
0.7770,0.7864
0.7777,0.7864
0.7783,0.7914
0.7790,0.7864
0.7797,0.7864
0.7805,0.7965
0.7811,0.8016
0.7819,0.8016
0.7826,0.8067
0.7833,0.8067
0.7839,0.8117
0.7846,0.8117
0.7853,0.8117
0.7860,0.8117
0.7867,0.8219
0.7874,0.8219
0.7881,0.8270
0.7888,0.8270
0.7895,0.8320
0.7902,0.8320
0.7909,0.8320
0.7916,0.8320
0.7923,0.8422
0.7930,0.8422
0.7937,0.8472
0.7943,0.8523
0.7950,0.8523
0.7958,0.8574
0.7965,0.8574
0.7972,0.8625
0.7979,0.8625
0.7986,0.8675
0.7993,0.8625
0.8000,0.8675
0.8007,0.8777
0.8014,0.8726
0.8021,0.8828
0.8028,0.8777
0.8035,0.8878
0.8042,0.8929
0.8049,0.8980
0.8056,0.8980
0.8064,0.9030
0.8070,0.9081
0.8077,0.9030
0.8084,0.9081
0.8091,0.9183
0.8097,0.9183
0.8105,0.9233
0.8112,0.9233
0.8118,0.9284
0.8125,0.9284
0.8132,0.9386
0.8140,0.9335
0.8147,0.9386
0.8154,0.9436
0.8162,0.9487
0.8169,0.9487
0.8182,0.9589
0.8192,0.9639
0.8202,0.9741
0.8210,0.9791
0.8217,0.9791
0.8224,0.9842
0.8231,0.9893
0.8238,0.9893
0.8245,0.9944
0.8252,0.9944
0.8259,1.0045
0.8266,1.0096
0.8273,1.0096
0.8280,1.0197
0.8287,1.0147
0.8295,1.0299
0.8302,1.0248
0.8308,1.0299
0.8315,1.0350
0.8322,1.0400
0.8330,1.0451
0.8337,1.0502
0.8344,1.0502
0.8351,1.0552
0.8358,1.0603
0.8365,1.0654
0.8371,1.0654
0.8379,1.0755
0.8386,1.0755
0.8392,1.0806
0.8399,1.0806
0.8406,1.0908
0.8412,1.0958
0.8419,1.0958
0.8425,1.0958
0.8432,1.1060
0.8439,1.1111
0.8445,1.1111
0.8452,1.1161
0.8458,1.1212
0.8465,1.1263
0.8471,1.1313
0.8478,1.1263
0.8485,1.1415
0.8492,1.1415
0.8499,1.1415
0.8505,1.1466
0.8512,1.1516
0.8519,1.1567
0.8525,1.1567
0.8532,1.1618
0.8539,1.1719
0.8545,1.1719
0.8552,1.1770
0.8558,1.1770
0.8565,1.1821
0.8571,1.1872
0.8578,1.1922
0.8585,1.1973
0.8592,1.1973
0.8598,1.2024
0.8605,1.2074
0.8611,1.2074
0.8618,1.2074
0.8625,1.2227
0.8632,1.2227
0.8639,1.2227
0.8645,1.2277
0.8651,1.2328
0.8658,1.2328
0.8665,1.2379
0.8672,1.2430
0.8678,1.2430
0.8685,1.2480
0.8692,1.2480
0.8699,1.2531
0.8706,1.2582
0.8712,1.2633
0.8719,1.2683
0.8726,1.2683
0.8732,1.2683
0.8738,1.2734
0.8745,1.2734
0.8751,1.2785
0.8758,1.2886
0.8764,1.2886
0.8771,1.2886
0.8778,1.2886
0.8784,1.2937
0.8791,1.2988
0.8798,1.3038
0.8805,1.3038
0.8812,1.3038
0.8818,1.3089
0.8825,1.3140
0.8832,1.3140
0.8840,1.3191
0.8846,1.3241
0.8853,1.3241
0.8860,1.3241
0.8867,1.3292
0.8874,1.3343
0.8881,1.3292
0.8888,1.3343
0.8896,1.3444
0.8903,1.3444
0.8910,1.3444
0.8917,1.3495
0.8924,1.3495
0.8931,1.3444
0.8938,1.3495
0.8946,1.3546
0.8953,1.3546
0.8960,1.3647
0.8967,1.3596
0.8974,1.3698
0.8981,1.3698
0.8989,1.3698
0.8996,1.3698
0.9003,1.3749
0.9010,1.3799
0.9017,1.3799
0.9024,1.3749
0.9031,1.3850
0.9038,1.3799
0.9046,1.3850
0.9053,1.3850
0.9061,1.3850
0.9068,1.3901
0.9075,1.3901
0.9083,1.3952
0.9090,1.3952
0.9097,1.3952
0.9104,1.4002
0.9111,1.4002
0.9118,1.4002
0.9125,1.4002
0.9132,1.3952
0.9140,1.4053
0.9147,1.4053
0.9154,1.4104
0.9161,1.4053
0.9168,1.4053
0.9175,1.4002
0.9182,1.4053
0.9189,1.4104
0.9196,1.4053
0.9204,1.4104
0.9211,1.4104
0.9217,1.4155
0.9224,1.4155
0.9232,1.4104
0.9240,1.4155
0.9247,1.4155
0.9255,1.4205
0.9262,1.4155
0.9270,1.4205
